epocaAtual;taxaErros;erroQuadrado;taxaAprendizadoAtual;idRede
1;0.2722419928825623;1327.6279052976147;0.1;
2;0.12811387900355872;1489.3298215494224;0.0999;
3;0.11832740213523131;1600.75605068956;0.0998001;
4;0.10676156583629894;1620.824963550392;0.0997002999;
5;0.08718861209964412;1688.0290575903402;0.0996005996001;
6;0.09163701067615658;1632.2189522327578;0.0995009990004999;
7;0.08451957295373666;1662.7951225822635;0.0994014980014994;
8;0.07829181494661921;1677.8890980176232;0.0993020965034979;
9;0.0693950177935943;1751.394868777992;0.09920279440699441;
10;0.08362989323843416;1751.1133638726296;0.09910359161258742;
11;0.07028469750889679;1746.9601528640417;0.09900448802097483;
12;0.09608540925266904;1631.8612563777947;0.09890548353295386;
13;0.099644128113879;1800.2882792404812;0.0988065780494209;
14;0.08629893238434164;1770.6499833028531;0.09870777147137148;
15;0.059608540925266906;1788.514793599798;0.0986090636999001;
16;0.059608540925266906;1814.1601728593034;0.0985104546362002;
17;0.060498220640569395;1787.5789102362917;0.098411944181564;
18;0.06227758007117438;1802.2713321802628;0.09831353223738244;
19;0.06316725978647687;1809.599424497927;0.09821521870514506;
20;0.06405693950177936;1782.9941118089585;0.09811700348643991;
21;0.05338078291814947;1840.0237152873485;0.09801888648295347;
22;0.05516014234875445;1783.1939655578824;0.09792086759647052;
23;0.0498220640569395;1820.7401675350768;0.09782294672887405;
24;0.05338078291814947;1807.1273951165726;0.09772512378214518;
25;0.051601423487544484;1839.8734084124403;0.09762739865836303;
26;0.05693950177935943;1800.2409476501794;0.09752977125970468;
27;0.05782918149466192;1847.3926263202113;0.09743224148844497;
28;0.054270462633451956;1835.3659966663747;0.09733480924695652;
29;0.050711743772241996;1830.5148479865006;0.09723747443770957;
30;0.04448398576512456;1833.657913279847;0.09714023696327186;
31;0.05604982206405694;1850.4865533172967;0.09704309672630858;
32;0.054270462633451956;1817.0687387210787;0.09694605362958227;
33;0.04092526690391459;1875.8929574358713;0.09684910757595268;
