epocaAtual;taxaErros;erroQuadrado;taxaAprendizadoAtual;idRede
1;0.6476868327402135;4822.899793590086;0.001;
2;0.5791814946619217;4978.547937442842;0.001;
3;0.5533807829181495;5086.92184753158;0.001;
4;0.5231316725978647;5194.922962065776;0.001;
5;0.498220640569395;5253.978273703611;0.001;
6;0.4804270462633452;5308.916024923109;0.001;
7;0.4297153024911032;5334.36801076233;0.001;
8;0.4199288256227758;5380.08102561755;0.001;
9;0.4128113879003559;5380.0124281644175;0.001;
10;0.40658362989323843;5390.488291864715;0.001;
11;0.3567615658362989;5367.60086764193;0.001;
12;0.3416370106761566;5326.161950182361;0.001;
13;0.33274021352313166;5347.835203229601;0.001;
14;0.32562277580071175;5384.761714420705;0.001;
15;0.31583629893238435;5399.737371414122;0.001;
16;0.30071174377224197;5431.7148600153405;0.001;
17;0.2873665480427046;5477.033808050316;0.001;
18;0.28647686832740216;5506.138574492289;0.001;
19;0.2802491103202847;5553.707796091668;0.001;
20;0.2677935943060498;5589.009506619272;0.001;
21;0.251779359430605;5618.173633149221;0.001;
22;0.23487544483985764;5679.881213261613;0.001;
23;0.22330960854092527;5728.690567165827;0.001;
24;0.2090747330960854;5776.638019811222;0.001;
25;0.18238434163701067;5795.288592280061;0.001;
26;0.17437722419928825;5853.731538824953;0.001;
27;0.16459074733096085;5895.663584675766;0.001;
28;0.15747330960854092;5928.538646802214;0.001;
29;0.14679715302491103;5974.633301213711;0.001;
30;0.13612099644128114;6079.836936191127;0.001;
31;0.12366548042704627;6221.876440254609;0.001;
32;0.11654804270462633;6280.884354858715;0.001;
33;0.10765124555160142;6306.489884473456;0.001;
34;0.10587188612099645;6341.008235311139;0.001;
35;0.099644128113879;6366.269304774208;0.001;
36;0.099644128113879;6381.073532578739;0.001;
37;0.10053380782918149;6399.25872751195;0.001;
38;0.09786476868327403;6417.632215748052;0.001;
39;0.09430604982206406;6444.5219876005485;0.001;
40;0.0898576512455516;6477.7113659871475;0.001;
41;0.08540925266903915;6516.9722654647285;0.001;
42;0.08451957295373666;6529.265018937719;0.001;
43;0.08540925266903915;6537.093874573253;0.001;
44;0.08362989323843416;6567.843309666502;0.001;
45;0.0809608540925267;6591.254147141005;0.001;
46;0.0800711743772242;6603.863604048777;0.001;
47;0.07829181494661921;6618.884348258304;0.001;
48;0.07384341637010676;6637.657645962155;0.001;
49;0.07028469750889679;6665.025105765137;0.001;
50;0.07028469750889679;6693.556081137404;0.001;
51;0.06761565836298933;6714.473591954932;0.001;
52;0.06138790035587188;6733.705259373588;0.001;
53;0.05871886120996441;6748.963898655511;0.001;
54;0.05693950177935943;6761.925734311434;0.001;
55;0.05604982206405694;6773.181834883569;0.001;
56;0.054270462633451956;6787.593646691262;0.001;
57;0.054270462633451956;6797.282162901987;0.001;
58;0.05249110320284697;6814.756548738638;0.001;
59;0.04893238434163701;6826.555808411865;0.001;
60;0.050711743772241996;6830.839214950662;0.001;
61;0.0498220640569395;6839.55204514497;0.001;
62;0.04804270462633452;6856.01488038591;0.001;
63;0.04359430604982206;6880.219401149777;0.001;
64;0.04092526690391459;6894.426917526088;0.001;
65;0.04092526690391459;6906.602847690692;0.001;
66;0.04092526690391459;6917.514136611334;0.001;
67;0.0400355871886121;6924.542210139874;0.001;
68;0.0400355871886121;6935.7426073527695;0.001;
69;0.0400355871886121;6945.617993616079;0.001;
70;0.03914590747330961;6952.464104504282;0.001;
71;0.03825622775800712;6961.543377212877;0.001;
72;0.037366548042704624;6980.047376198521;0.001;
73;0.037366548042704624;6993.206638159999;0.001;
74;0.037366548042704624;7006.71685052989;0.001;
75;0.037366548042704624;7021.143336108352;0.001;
76;0.03914590747330961;7035.300641762349;0.001;
77;0.03914590747330961;7047.1230873850645;0.001;
78;0.03914590747330961;7055.982205057496;0.001;
79;0.03914590747330961;7062.66491523383;0.001;
80;0.03825622775800712;7070.218464181725;0.001;
81;0.03825622775800712;7077.74669610293;0.001;
82;0.03825622775800712;7084.885647030528;0.001;
83;0.037366548042704624;7091.584458965924;0.001;
84;0.037366548042704624;7097.756239299526;0.001;
85;0.037366548042704624;7103.430791314264;0.001;
86;0.03825622775800712;7108.989570785258;0.001;
87;0.03825622775800712;7116.048923557997;0.001;
88;0.03825622775800712;7123.063105641094;0.001;
89;0.037366548042704624;7125.98205187561;0.001;
90;0.03558718861209965;7134.180254072804;0.001;
91;0.03558718861209965;7144.165097390579;0.001;
92;0.03558718861209965;7145.666736483074;0.001;
93;0.03558718861209965;7145.26791834663;0.001;
94;0.036476868327402136;7144.328057563027;0.001;
95;0.03914590747330961;7139.957217480583;0.001;
96;0.03914590747330961;7142.685825975018;0.001;
97;0.036476868327402136;7163.255166634482;0.001;
98;0.03558718861209965;7170.672550629011;0.001;
99;0.03558718861209965;7173.649374134955;0.001;
100;0.03558718861209965;7176.179201174465;0.001;
101;0.03558718861209965;7179.589877668493;0.001;
102;0.03558718861209965;7183.592109625938;0.001;
103;0.033807829181494664;7186.9088998088855;0.001;
104;0.033807829181494664;7189.114149278895;0.001;
105;0.033807829181494664;7191.676178841628;0.001;
106;0.03469750889679715;7195.438021582312;0.001;
107;0.03469750889679715;7200.287750320402;0.001;
108;0.03558718861209965;7206.685158492792;0.001;
109;0.03558718861209965;7210.3164787910355;0.001;
110;0.03558718861209965;7220.448864204205;0.001;
111;0.03558718861209965;7225.61390321885;0.001;
112;0.036476868327402136;7223.150323737731;0.001;
113;0.03558718861209965;7231.895993762414;0.001;
114;0.03558718861209965;7233.117653742069;0.001;
115;0.03558718861209965;7238.901587502955;0.001;
116;0.03469750889679715;7237.380948120404;0.001;
117;0.03558718861209965;7239.597028695708;0.001;
118;0.03558718861209965;7244.000057800671;0.001;
119;0.03558718861209965;7248.114146694293;0.001;
120;0.03558718861209965;7251.9696405328195;0.001;
121;0.03558718861209965;7255.44478279823;0.001;
122;0.03558718861209965;7259.544739823512;0.001;
123;0.03558718861209965;7264.659431205762;0.001;
124;0.03558718861209965;7269.3921332166565;0.001;
125;0.03558718861209965;7273.616020232347;0.001;
126;0.03558718861209965;7277.633457816948;0.001;
127;0.03469750889679715;7280.985881250396;0.001;
128;0.033807829181494664;7283.626183182285;0.001;
129;0.03469750889679715;7286.319569225287;0.001;
130;0.03469750889679715;7288.911925786575;0.001;
131;0.03469750889679715;7291.325824502854;0.001;
132;0.03469750889679715;7293.613867811051;0.001;
133;0.03469750889679715;7295.864576577284;0.001;
134;0.03469750889679715;7297.985911200287;0.001;
135;0.03469750889679715;7300.034119910254;0.001;
136;0.03469750889679715;7301.995488903561;0.001;
137;0.03469750889679715;7303.896122423019;0.001;
138;0.03469750889679715;7305.705772171908;0.001;
139;0.03469750889679715;7303.864654660769;0.001;
140;0.033807829181494664;7304.344801128007;0.001;
141;0.033807829181494664;7303.5372643750925;0.001;
142;0.033807829181494664;7304.986119635015;0.001;
143;0.03291814946619217;7307.580482135801;0.001;
144;0.03291814946619217;7310.568207126914;0.001;
145;0.033807829181494664;7313.293781871585;0.001;
146;0.033807829181494664;7315.70810458509;0.001;
147;0.033807829181494664;7318.001800966434;0.001;
148;0.033807829181494664;7320.362123093074;0.001;
149;0.03291814946619217;7322.730244879513;0.001;
150;0.03291814946619217;7323.858326096086;0.001;
151;0.03291814946619217;7325.413270696294;0.001;
152;0.03291814946619217;7327.631449519523;0.001;
153;0.03291814946619217;7329.977628317811;0.001;
154;0.03291814946619217;7332.5539550876;0.001;
155;0.03291814946619217;7335.075000467709;0.001;
156;0.03291814946619217;7337.3999842645235;0.001;
157;0.03291814946619217;7339.573886691708;0.001;
158;0.03291814946619217;7341.657534854822;0.001;
159;0.03291814946619217;7343.728572584845;0.001;
160;0.03291814946619217;7345.824133704547;0.001;
161;0.03291814946619217;7347.964092009012;0.001;
162;0.03291814946619217;7350.147607764322;0.001;
163;0.03291814946619217;7352.367279079081;0.001;
164;0.03291814946619217;7354.611567458047;0.001;
165;0.03291814946619217;7356.885110556479;0.001;
166;0.03291814946619217;7359.200589641139;0.001;
167;0.03291814946619217;7361.549267696545;0.001;
168;0.03291814946619217;7363.896578589389;0.001;
169;0.03291814946619217;7366.206297266199;0.001;
170;0.03291814946619217;7368.450885101376;0.001;
171;0.03291814946619217;7370.613723959497;0.001;
172;0.03291814946619217;7372.686614194996;0.001;
173;0.03202846975088968;7374.665166172879;0.001;
174;0.03202846975088968;7376.538189661466;0.001;
175;0.03202846975088968;7378.246695172241;0.001;
176;0.03202846975088968;7379.559703095129;0.001;
177;0.03202846975088968;7380.700606234253;0.001;
178;0.03202846975088968;7381.007196077517;0.001;
179;0.03202846975088968;7381.524799263515;0.001;
180;0.03113879003558719;7383.077838611249;0.001;
181;0.03113879003558719;7383.756280697922;0.001;
182;0.03113879003558719;7384.811044117073;0.001;
183;0.03113879003558719;7386.031178426295;0.001;
184;0.03113879003558719;7387.2556628891225;0.001;
185;0.03113879003558719;7388.473880161261;0.001;
186;0.03113879003558719;7389.77058970579;0.001;
187;0.03113879003558719;7391.171861259621;0.001;
188;0.03113879003558719;7392.668544068948;0.001;
189;0.03113879003558719;7394.226617564101;0.001;
190;0.03113879003558719;7395.82726055772;0.001;
191;0.03113879003558719;7397.478027816172;0.001;
192;0.03113879003558719;7399.180127971905;0.001;
193;0.03113879003558719;7400.892289352907;0.001;
194;0.03113879003558719;7402.553306700189;0.001;
195;0.03113879003558719;7404.154908349214;0.001;
196;0.03113879003558719;7405.6030740256365;0.001;
197;0.03113879003558719;7406.8471913404;0.001;
198;0.03113879003558719;7407.716266414836;0.001;
199;0.03113879003558719;7408.695419060268;0.001;
200;0.03113879003558719;7409.6135887518085;0.001;
201;0.03113879003558719;7410.42518603139;0.001;
202;0.03113879003558719;7410.998567718859;0.001;
203;0.03113879003558719;7411.387201189204;0.001;
204;0.03113879003558719;7411.550937182081;0.001;
205;0.03113879003558719;7411.482827096939;0.001;
206;0.03113879003558719;7411.213352514631;0.001;
207;0.03113879003558719;7410.645122394154;0.001;
208;0.03113879003558719;7410.01319318628;0.001;
209;0.03113879003558719;7409.224610138849;0.001;
210;0.03113879003558719;7408.0059379399745;0.001;
211;0.03113879003558719;7406.204242402555;0.001;
212;0.03113879003558719;7404.323489300988;0.001;
213;0.03113879003558719;7403.688771041446;0.001;
214;0.03113879003558719;7404.026178532251;0.001;
215;0.03113879003558719;7404.490101709146;0.001;
216;0.03113879003558719;7405.301468515839;0.001;
217;0.03113879003558719;7406.621368270778;0.001;
218;0.03113879003558719;7408.388168438703;0.001;
219;0.03202846975088968;7409.708307198843;0.001;
220;0.03202846975088968;7410.614801846256;0.001;
221;0.03113879003558719;7412.033131259412;0.001;
222;0.03113879003558719;7413.383909864057;0.001;
223;0.03113879003558719;7414.801737738763;0.001;
224;0.03113879003558719;7416.27760900107;0.001;
225;0.030249110320284697;7417.739165476682;0.001;
226;0.029359430604982206;7419.127542917307;0.001;
227;0.029359430604982206;7420.456034531818;0.001;
228;0.028469750889679714;7421.76400923332;0.001;
229;0.028469750889679714;7423.192594401012;0.001;
230;0.029359430604982206;7425.097913060669;0.001;
231;0.03113879003558719;7427.009849190479;0.001;
232;0.03113879003558719;7428.7320895320045;0.001;
