-1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,
0.0,111.1,0.0,0.1,0.1,0.1,0.1,0.4,0.0,0.0,0.1,
1.0,0.0,105.9,0.6,0.2,0.1,0.2,0.7,0.1,2.3,1.9,
2.0,0.2,2.2,107.8,0.8,0.3,0.0,0.0,0.1,1.3,0.3,
3.0,0.0,0.1,1.4,105.3,0.0,1.1,0.0,1.3,1.6,2.2,
4.0,0.5,2.0,0.0,0.0,103.5,0.0,0.9,3.4,0.1,2.6,
5.0,0.1,0.6,0.1,1.2,0.2,102.5,0.4,1.2,1.2,5.5,
6.0,0.3,0.8,0.0,0.0,0.1,0.4,110.2,0.1,0.1,0.0,
7.0,0.0,0.3,0.4,0.7,0.2,0.4,0.0,107.4,0.2,2.4,
8.0,0.0,4.7,0.4,0.5,0.7,0.2,0.6,0.0,103.0,1.9,
9.0,0.2,1.4,0.2,2.2,0.7,1.9,0.2,1.2,2.0,102.0,
