Epoca:,Taxa erro do treinamento:,Taxa erro da validacao:,
20.0,0.3306816707443654,0.32815451388888883,
40.0,0.30058199881376035,0.3025572916666667,
60.0,0.29850260416666663,0.29913888888888884,
80.0,0.2984666926156584,0.29928125,
100.0,0.2983867604537367,0.29915277777777777,
120.0,0.2984018201364176,0.29903124999999997,
140.0,0.29846205886714117,0.29921180555555554,
160.0,0.29841919669335704,0.29904166666666665,
180.0,0.2983867604537367,0.29904166666666665,
200.0,0.29859064538849345,0.29915277777777777,
220.0,0.2983641709297153,0.29904340277777774,
240.0,0.2983635917111507,0.2990451388888889,
260.0,0.29836475014827996,0.29903124999999997,
280.0,0.29835432421411623,0.2990277777777778,
300.0,0.29835895796263345,0.29904166666666665,
320.0,0.29837749295670224,0.29909722222222224,
340.0,0.2983786513938316,0.2990451388888889,
360.0,0.29834505671708184,0.2990277777777778,
380.0,0.2983867604537367,0.29909722222222224,
400.0,0.29834969046559906,0.29904166666666665,
420.0,0.29838328514234874,0.2990451388888889,
440.0,0.29836475014827996,0.29903124999999997,
460.0,0.2983601163997628,0.2990451388888889,
480.0,0.29834505671708184,0.2990277777777778,
500.0,0.2983635917111507,0.29904166666666665,
520.0,0.29835432421411623,0.2990277777777778,
540.0,0.2983601163997628,0.2990451388888889,
560.0,0.29836822545966785,0.29904166666666665,
580.0,0.29835084890272834,0.2990451388888889,
600.0,0.29835548265124556,0.29903124999999997,
620.0,0.29834505671708184,0.2990277777777778,
640.0,0.29836475014827996,0.2990451388888889,
660.0,0.2983786513938316,0.2990451388888889,
680.0,0.29834969046559906,0.29904166666666665,
700.0,0.298372859208185,0.29908680555555556,
720.0,0.29837749295670224,0.29904166666666665,
740.0,0.29835026968416367,0.29904340277777774,
760.0,0.29837749295670224,0.29904166666666665,
780.0,0.2983734384267497,0.29908506944444446,
800.0,0.29835084890272834,0.2990451388888889,
820.0,0.29835895796263345,0.29904166666666665,
840.0,0.29839718638790036,0.2991006944444444,
860.0,0.2983635917111507,0.2990277777777778,
880.0,0.2983780721752669,0.29904340277777774,
900.0,0.298374596863879,0.299046875,
920.0,0.29835432421411623,0.29904166666666665,
940.0,0.298374596863879,0.29903298611111107,
960.0,0.29835895796263345,0.29904166666666665,
980.0,0.29839139420225386,0.29908680555555556,
1000.0,0.29835548265124556,0.29903124999999997,
1020.0,0.29834505671708184,0.2990277777777778,
1040.0,0.298372859208185,0.2990277777777778,
1060.0,0.29834969046559906,0.29904166666666665,
1080.0,0.29840066169928825,0.29909722222222224,
1100.0,0.298372859208185,0.2990277777777778,
1120.0,0.29835432421411623,0.2990277777777778,
1140.0,0.29835548265124556,0.2990451388888889,
1160.0,0.29851708463078297,0.29909895833333333,
1180.0,0.2985118716637011,0.29908680555555556,
1200.0,0.2983462151542111,0.29903124999999997,
1220.0,0.29839139420225386,0.29908333333333337,
1240.0,0.29835895796263345,0.29904166666666665,
1260.0,0.29838212670521946,0.29908333333333337,
1280.0,0.29835432421411623,0.2990277777777778,
1300.0,0.29837923061239624,0.299046875,
1320.0,0.298351428121293,0.299046875,
1340.0,0.29835316577698695,0.2990277777777778,
1360.0,0.2983688046782325,0.299046875,
1380.0,0.2984997080738434,0.299046875,
1400.0,0.2983641709297153,0.29903298611111107,
1420.0,0.298372859208185,0.2990277777777778,
1440.0,0.29852113916073547,0.2990277777777778,
1460.0,0.2983462151542111,0.29903124999999997,
1480.0,0.2985130301008304,0.29908680555555556,
1500.0,0.2983786513938316,0.2990451388888889,
1520.0,0.29835548265124556,0.29903124999999997,
1540.0,0.2983467943727758,0.29903298611111107,
1560.0,0.298526931346382,0.2991006944444444,
1580.0,0.298372859208185,0.29908680555555556,
1600.0,0.2983931318579478,0.29908854166666665,
1620.0,0.29838328514234874,0.2991006944444444,
1640.0,0.2983722799896204,0.29908506944444446,
1660.0,0.29834969046559906,0.2990451388888889,
1680.0,0.298363012492586,0.29908506944444446,
1700.0,0.2983734384267497,0.29903298611111107,
1720.0,0.29849449510676157,0.29903124999999997,
1740.0,0.2983693838967971,0.29908680555555556,
1760.0,0.29850434182236063,0.2989774305555556,
1780.0,0.29836532936684457,0.29908854166666665,
1800.0,0.29849912885527874,0.2990451388888889,
1820.0,0.2983722799896204,0.29908506944444446,
1840.0,0.29835548265124556,0.29903124999999997,
1860.0,0.29839197342081847,0.29908506944444446,
1880.0,0.29838270592378413,0.29908506944444446,
1900.0,0.2985402533733689,0.29908506944444446,
1920.0,0.2986665230204626,0.2991024305555555,
1940.0,0.29835606186981023,0.29903298611111107,
1960.0,0.29839139420225386,0.29908333333333337,
1980.0,0.29853040665776986,0.29908680555555556,
2000.0,0.29852171837930014,0.29908506944444446,
2020.0,0.29868042426601427,0.29908854166666665,
2040.0,0.2985228768164294,0.29908854166666665,
2060.0,0.29852171837930014,0.29908854166666665,
2080.0,0.2983722799896204,0.29908506944444446,
2100.0,0.298372859208185,0.29908680555555556,
2120.0,0.29838270592378413,0.29908854166666665,
2140.0,0.2986601516162515,0.29908680555555556,
2160.0,0.2984933366696323,0.29903124999999997,
2180.0,0.298372859208185,0.29908680555555556,
2200.0,0.2983635917111507,0.29908680555555556,
2220.0,0.29852229759786475,0.29903124999999997,
2240.0,0.29853214431346387,0.29908854166666665,
2260.0,0.298513609319395,0.29908854166666665,
2280.0,0.29851071322657174,0.29908333333333337,
2300.0,0.29836475014827996,0.29908680555555556,
2320.0,0.2985228768164294,0.29908854166666665,
2340.0,0.29852055994217086,0.29908506944444446,
2360.0,0.2983456359356465,0.29903298611111107,
2380.0,0.29851071322657174,0.29908333333333337,
2400.0,0.29852113916073547,0.29908680555555556,
2420.0,0.29865725552342826,0.29908854166666665,
2440.0,0.2983734384267497,0.29908854166666665,
2460.0,0.298363012492586,0.29908506944444446,
2480.0,0.29836822545966785,0.29908333333333337,
2500.0,0.2985130301008304,0.29908854166666665,
2520.0,0.29851071322657174,0.29908333333333337,
2540.0,0.29852171837930014,0.29908854166666665,
2560.0,0.29852171837930014,0.29908854166666665,
2580.0,0.2986514633377817,0.29903298611111107,
2600.0,0.29851245088226575,0.29908854166666665,
2620.0,0.29850897557087785,0.29908854166666665,
2640.0,0.29866073083481615,0.29908854166666665,
2660.0,0.2986560970862989,0.29908854166666665,
2680.0,0.29866073083481615,0.29908854166666665,
2700.0,0.29851245088226575,0.29908854166666665,
2720.0,0.2986613100533808,0.29908680555555556,
2740.0,0.29852171837930014,0.29908854166666665,
2760.0,0.2985865908585409,0.29908854166666665,
2780.0,0.29866073083481615,0.29908854166666665,
2800.0,0.2986601516162515,0.29908680555555556,
2820.0,0.29865899317912215,0.29908333333333337,
2840.0,0.29866999833185054,0.29908854166666665,
2860.0,0.2986601516162515,0.29908680555555556,
2880.0,0.2986618892719454,0.29908854166666665,
2900.0,0.29867926582888493,0.29908506944444446,
2920.0,0.2985634221159549,0.29903298611111107,
2940.0,0.29858717007710556,0.29908680555555556,
2960.0,0.29841919669335704,0.29903124999999997,
2980.0,0.29864219584074736,0.29903298611111107,
3000.0,0.2985860116399762,0.29908680555555556,
3020.0,0.2985118716637011,0.29903124999999997,
3040.0,0.29867926582888493,0.29908854166666665,
3060.0,0.29858543242141167,0.2990295138888889,
3080.0,0.29865899317912215,0.29908333333333337,
3100.0,0.2985865908585409,0.29908854166666665,
3120.0,0.2986514633377817,0.29903298611111107,
3140.0,0.29852113916073547,0.29908680555555556,
3160.0,0.29866883989472126,0.29908506944444446,
3180.0,0.29856921430160144,0.29903298611111107,
3200.0,0.2985865908585409,0.29908854166666665,
3220.0,0.29866073083481615,0.29908854166666665,
3240.0,0.2985634221159549,0.29903298611111107,
3260.0,0.2986595723976868,0.29908506944444446,
3280.0,0.29866941911328587,0.29908680555555556,
3300.0,0.2986045466340451,0.29908680555555556,
3320.0,0.2985912246070581,0.29908854166666665,
3340.0,0.29866536458333337,0.29908854166666665,
3360.0,0.2985865908585409,0.29908854166666665,
3380.0,0.2986618892719454,0.29908854166666665,
3400.0,0.29864219584074736,0.29903298611111107,
3420.0,0.2985860116399762,0.29908680555555556,
3440.0,0.29866073083481615,0.29908854166666665,
3460.0,0.2985860116399762,0.29908680555555556,
3480.0,0.2985912246070581,0.29908854166666665,
3500.0,0.2986647853647687,0.29908680555555556,
3520.0,0.2985912246070581,0.29908854166666665,
3540.0,0.29859064538849345,0.29908680555555556,
3560.0,0.29857268961298933,0.29903298611111107,
3580.0,0.2985912246070581,0.29908854166666665,
3600.0,0.2985865908585409,0.29908854166666665,
3620.0,0.29856747664590744,0.29903124999999997,
3640.0,0.2985860116399762,0.29908680555555556,
3660.0,0.29866073083481615,0.29903298611111107,
3680.0,0.2985865908585409,0.29903298611111107,
3700.0,0.29857268961298933,0.29903298611111107,
3720.0,0.298573268831554,0.29903298611111107,
3740.0,0.29858195711002367,0.29903298611111107,
3760.0,0.2985912246070581,0.29908854166666665,
3780.0,0.2985680558644721,0.29903298611111107,
3800.0,0.2985865908585409,0.29903298611111107,
3820.0,0.2985860116399762,0.29908680555555556,
3840.0,0.29857268961298933,0.29903298611111107,
3860.0,0.2986601516162515,0.29908680555555556,
3880.0,0.2985912246070581,0.29908854166666665,
3900.0,0.29857211039442466,0.29903124999999997,
3920.0,0.2985912246070581,0.29908854166666665,
3940.0,0.29859064538849345,0.29908680555555556,
3960.0,0.29859064538849345,0.29908680555555556,
3980.0,0.29859064538849345,0.29908680555555556,
4000.0,0.2985912246070581,0.29908854166666665,
4020.0,0.29859064538849345,0.29908680555555556,
4040.0,0.2985860116399762,0.29908680555555556,
4060.0,0.2985912246070581,0.29903298611111107,
4080.0,0.2985912246070581,0.29908854166666665,
4100.0,0.2985912246070581,0.29908854166666665,
4120.0,0.2985912246070581,0.29908854166666665,
4140.0,0.29857211039442466,0.29903124999999997,
4160.0,0.2985912246070581,0.29908854166666665,
4180.0,0.2985865908585409,0.29908854166666665,
4200.0,0.2986051258526097,0.29908854166666665,
4220.0,0.29856747664590744,0.29903124999999997,
4240.0,0.29859064538849345,0.29908680555555556,
4260.0,0.29857268961298933,0.29903298611111107,
4280.0,0.2985860116399762,0.29908680555555556,
4300.0,0.29857268961298933,0.29903298611111107,
4320.0,0.29859064538849345,0.29908680555555556,
4340.0,0.2985860116399762,0.29908680555555556,
4360.0,0.2985860116399762,0.29908680555555556,
4380.0,0.29856747664590744,0.29903124999999997,
4400.0,0.2985680558644721,0.29903298611111107,
4420.0,0.2985680558644721,0.29903298611111107,
4440.0,0.29857211039442466,0.29903124999999997,
4460.0,0.2985680558644721,0.29903298611111107,
4480.0,0.29859064538849345,0.29908680555555556,
4500.0,0.2985860116399762,0.29908680555555556,
4520.0,0.29857268961298933,0.29903298611111107,
4540.0,0.2985865908585409,0.29908854166666665,
4560.0,0.2985813778914591,0.29908680555555556,
4580.0,0.2985680558644721,0.29903298611111107,
4600.0,0.2985680558644721,0.29903298611111107,
4620.0,0.2985912246070581,0.29908854166666665,
4640.0,0.2986045466340451,0.29908680555555556,
4660.0,0.29857268961298933,0.29903298611111107,
4680.0,0.2985865908585409,0.29903298611111107,
4700.0,0.2985860116399762,0.29908680555555556,
4720.0,0.29857268961298933,0.29903298611111107,
4740.0,0.29859238304418745,0.29909027777777775,
4760.0,0.2985865908585409,0.29908854166666665,
4780.0,0.29857268961298933,0.29903298611111107,
4800.0,0.2985912246070581,0.29903298611111107,
4820.0,0.2985912246070581,0.29903298611111107,
4840.0,0.2985912246070581,0.29903298611111107,
4860.0,0.2985912246070581,0.29903298611111107,
4880.0,0.2985912246070581,0.29903298611111107,
4900.0,0.2986097596011269,0.29908854166666665,
4920.0,0.29857384805011866,0.2990347222222222,
4940.0,0.2986097596011269,0.29908854166666665,
4960.0,0.2985912246070581,0.29903298611111107,
4980.0,0.2985912246070581,0.29903298611111107,
5000.0,0.2985865908585409,0.29903298611111107,
5020.0,0.2985912246070581,0.29903298611111107,
5040.0,0.2985860116399762,0.29903124999999997,
5060.0,0.2986097596011269,0.29908854166666665,
5080.0,0.29857384805011866,0.2990347222222222,
5100.0,0.2985865908585409,0.29903298611111107,
5120.0,0.2985912246070581,0.29903298611111107,
5140.0,0.2985680558644721,0.29903298611111107,
5160.0,0.29861091803825623,0.29909027777777775,
5180.0,0.29857732336150655,0.29903298611111107,
5200.0,0.2985860116399762,0.29903124999999997,
5220.0,0.298606284289739,0.29909027777777775,
5240.0,0.2985877492956702,0.2990347222222222,
5260.0,0.2985865908585409,0.29903298611111107,
5280.0,0.2985865908585409,0.29903298611111107,
5300.0,0.2986051258526097,0.29908854166666665,
5320.0,0.298606284289739,0.2990347222222222,
5340.0,0.29859238304418745,0.2990347222222222,
5360.0,0.2985865908585409,0.29903298611111107,
5380.0,0.29859238304418745,0.2990347222222222,
5400.0,0.2985912246070581,0.29903298611111107,
5420.0,0.2985865908585409,0.29903298611111107,
5440.0,0.2985912246070581,0.29903298611111107,
5460.0,0.2985912246070581,0.29903298611111107,
5480.0,0.2985912246070581,0.29903298611111107,
5500.0,0.29859238304418745,0.2990347222222222,
5520.0,0.29859238304418745,0.2990347222222222,
5540.0,0.2985877492956702,0.2990347222222222,
5560.0,0.2985877492956702,0.2990347222222222,
5580.0,0.2985877492956702,0.2990347222222222,
5600.0,0.2985877492956702,0.2990347222222222,
5620.0,0.29859238304418745,0.2990347222222222,
5640.0,0.2985877492956702,0.2990347222222222,
5660.0,0.2985877492956702,0.2990347222222222,
5680.0,0.29859238304418745,0.2990347222222222,
5700.0,0.2985877492956702,0.2990347222222222,
5720.0,0.29859238304418745,0.2990347222222222,
5740.0,0.2985877492956702,0.2990347222222222,
5760.0,0.2985877492956702,0.2990347222222222,
5780.0,0.2985877492956702,0.2990347222222222,
5800.0,0.2985877492956702,0.2990347222222222,
5820.0,0.29859238304418745,0.2990347222222222,
5840.0,0.29859238304418745,0.2990347222222222,
5860.0,0.2985865908585409,0.29903298611111107,
5880.0,0.2985877492956702,0.2990347222222222,
5900.0,0.29859238304418745,0.2990347222222222,
5920.0,0.2985877492956702,0.2990347222222222,
5940.0,0.29859238304418745,0.2990347222222222,
5960.0,0.2985877492956702,0.2990347222222222,
5980.0,0.298606284289739,0.2990347222222222,
6000.0,0.2985912246070581,0.29903298611111107,
6020.0,0.2985877492956702,0.2990347222222222,
6040.0,0.2985877492956702,0.2990347222222222,
6060.0,0.29859238304418745,0.2990347222222222,
6080.0,0.2985877492956702,0.2990347222222222,
6100.0,0.29859238304418745,0.2990347222222222,
6120.0,0.29859238304418745,0.2990347222222222,
6140.0,0.298606284289739,0.2990347222222222,
6160.0,0.2985877492956702,0.2990347222222222,
6180.0,0.29859238304418745,0.2990347222222222,
6200.0,0.29861091803825623,0.2990347222222222,
6220.0,0.298606284289739,0.2990347222222222,
6240.0,0.298606284289739,0.2990347222222222,
6260.0,0.29861091803825623,0.2990347222222222,
6280.0,0.2985877492956702,0.2990347222222222,
6300.0,0.298606284289739,0.2990347222222222,
6320.0,0.298606284289739,0.2990347222222222,
6340.0,0.29859238304418745,0.2990347222222222,
6360.0,0.29861091803825623,0.2990347222222222,
6380.0,0.2985877492956702,0.2990347222222222,
6400.0,0.2985877492956702,0.2990347222222222,
6420.0,0.298606284289739,0.2990347222222222,
6440.0,0.29861091803825623,0.2990347222222222,
6460.0,0.29861091803825623,0.2990347222222222,
6480.0,0.29861091803825623,0.2990347222222222,
6500.0,0.29861091803825623,0.2990347222222222,
6520.0,0.298606284289739,0.2990347222222222,
6540.0,0.2985321443134638,0.29881250000000004,
6560.0,0.29851360931939497,0.29881250000000004,
6580.0,0.2985877492956702,0.2990347222222222,
6600.0,0.2986068635083037,0.2990347222222222,
6620.0,0.298606284289739,0.2990347222222222,
6640.0,0.298606284289739,0.2990347222222222,
6660.0,0.298606284289739,0.2990347222222222,
6680.0,0.29861091803825623,0.2990347222222222,
6700.0,0.298606284289739,0.2990347222222222,
6720.0,0.2985321443134638,0.29881250000000004,
6740.0,0.29861091803825623,0.2990347222222222,
6760.0,0.2985321443134638,0.29881250000000004,
6780.0,0.2985321443134638,0.29881250000000004,
6800.0,0.2985877492956702,0.2990347222222222,
6820.0,0.298536778061981,0.29881250000000004,
6840.0,0.29859238304418745,0.2990347222222222,
6860.0,0.298536778061981,0.29881250000000004,
6880.0,0.298606284289739,0.2990347222222222,
6900.0,0.2985321443134638,0.29881250000000004,
6920.0,0.2985321443134638,0.29881250000000004,
6940.0,0.2985321443134638,0.29881250000000004,
6960.0,0.2985321443134638,0.29881250000000004,
6980.0,0.2985321443134638,0.29881250000000004,
7000.0,0.2985321443134638,0.29881250000000004,
7020.0,0.2985321443134638,0.29881250000000004,
7040.0,0.2985182430679122,0.29881250000000004,
7060.0,0.298536778061981,0.29881250000000004,
7080.0,0.298536778061981,0.29881250000000004,
7100.0,0.2985321443134638,0.29881250000000004,
7120.0,0.2985321443134638,0.29881250000000004,
7140.0,0.29853735728054565,0.29881250000000004,
7160.0,0.2985321443134638,0.29881250000000004,
7180.0,0.2985321443134638,0.29881250000000004,
7200.0,0.2985321443134638,0.29881250000000004,
7220.0,0.2985321443134638,0.29881250000000004,
7240.0,0.298536778061981,0.29881250000000004,
7260.0,0.2985321443134638,0.29881250000000004,
7280.0,0.2985321443134638,0.29881250000000004,
7300.0,0.298536778061981,0.29881250000000004,
7320.0,0.298536778061981,0.29881250000000004,
7340.0,0.2985321443134638,0.29881250000000004,
7360.0,0.2985321443134638,0.29881250000000004,
7380.0,0.2985321443134638,0.29881250000000004,
7400.0,0.2985321443134638,0.29881250000000004,
7420.0,0.2985321443134638,0.29881250000000004,
7440.0,0.2985321443134638,0.29881250000000004,
7460.0,0.298536778061981,0.29881250000000004,
7480.0,0.2985327235320284,0.29881250000000004,
7500.0,0.2985321443134638,0.29881250000000004,
7520.0,0.2985321443134638,0.29881250000000004,
7540.0,0.2985321443134638,0.29881250000000004,
7560.0,0.2985321443134638,0.29881250000000004,
7580.0,0.2985327235320284,0.29881250000000004,
7600.0,0.2985321443134638,0.29881250000000004,
7620.0,0.2985321443134638,0.29881250000000004,
7640.0,0.2985321443134638,0.29881250000000004,
7660.0,0.2985321443134638,0.29881250000000004,
7680.0,0.2985327235320284,0.29881250000000004,
7700.0,0.2985327235320284,0.29881250000000004,
7720.0,0.2985321443134638,0.29881250000000004,
7740.0,0.2985321443134638,0.29881250000000004,
7760.0,0.2985321443134638,0.29881250000000004,
7780.0,0.2985321443134638,0.29881250000000004,
7800.0,0.2985327235320284,0.29881250000000004,
7820.0,0.2985327235320284,0.29881250000000004,
7840.0,0.2985321443134638,0.29881250000000004,
7860.0,0.2985327235320284,0.29881250000000004,
7880.0,0.2985327235320284,0.29881250000000004,
7900.0,0.2985327235320284,0.29881250000000004,
7920.0,0.2985327235320284,0.29881250000000004,
7940.0,0.2985321443134638,0.29881250000000004,
7960.0,0.2985321443134638,0.29881250000000004,
7980.0,0.2985321443134638,0.29881250000000004,
8000.0,0.2985327235320284,0.29881250000000004,
8020.0,0.2985327235320284,0.29881250000000004,
8040.0,0.2985321443134638,0.29881250000000004,
8060.0,0.2985327235320284,0.29881250000000004,
