Linhas representam a realidade, enquanto colunas mostram as respostas da rede.
		0	1	2	3	4	5	6	7	8	9
	0	105.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	1	0.0	99.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	2	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	3	0.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0
	4	0.0	0.0	0.0	0.0	101.0	0.0	0.0	0.0	0.0	0.0
	5	0.0	0.0	0.0	10.0	0.0	88.0	0.0	0.0	0.0	1.0
	6	0.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	0.0
	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	0.0	0.0
	8	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	81.0	0.0
	9	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	89.0
