-0.34335044,-0.2981644,0.043355655,0.094499454,-0.81577885,-0.41093537,-0.6361058,0.64166343,1.0493456,1.1455323,0.45917872,-0.53247267,-0.7436203,1.0841743,-0.64897174,-0.6758133,0.9627911,0.5844984,-0.4438407,0.94465905,-1.5317798,-1.5627246,0.37458467,1.0062097,0.26109472,0.85002536,-1.4778011,-1.7442726,0.33091244,0.59629583,0.18213244,1.4432539,-1.1146619,-1.0862161,0.9465418,-0.1131743,0.112416655,1.103366,-0.5366215,0.44168636,1.1523408,-0.7617627,-0.3030752,0.047698643,0.69241893,0.6888673,-0.29589882,-0.51719755,0.0
-0.34335044,-0.72618073,-0.89650464,0.094499454,-0.2830279,-0.41093537,-0.31340182,0.64166343,-0.19982243,-1.1515518,1.2962698,-0.27733615,-0.4573578,0.91252434,-0.64897174,0.4618689,0.9627911,-0.56365997,-0.76582146,-0.35648277,1.1811932,0.51995796,-1.1348555,-0.6402087,-0.64729506,0.21307302,1.0965198,0.11260832,-1.53987,-0.8313188,-0.49573797,0.8295912,-0.49543592,0.66015923,-0.26579595,-0.8017772,-0.40586194,0.7501078,0.6236784,-0.31120336,0.48281503,-0.7617627,-0.3030752,-0.7489325,-0.68767124,0.08593408,-0.12394646,-0.51719755,8.0
0.7930627,1.413901,0.27832073,-1.0259372,-0.9933625,-0.41093537,0.009302142,0.82578206,0.29984477,1.1455323,-0.21049415,-0.53247267,-0.7436203,-1.6622255,-0.13896598,1.4370251,0.004631672,-0.56365997,-0.76582146,-0.35648277,1.1811932,1.000577,-0.79942435,-0.6402087,-0.64729506,-0.58311737,0.45293963,0.9566451,0.5009836,-0.8313188,-0.49573797,-1.011397,-1.1146619,-0.6099319,1.2929239,1.0344973,0.112416655,0.04359155,0.043528453,0.44168636,1.1523408,1.27618,1.8475342,1.2426453,0.4624039,0.08593408,0.39191067,-0.27015945,3.0
1.9294759,1.413901,0.74825084,-0.3536752,-0.9933625,-0.41093537,0.65471005,0.64166343,-0.94932324,1.1455323,-0.21049415,-0.53247267,-0.7436203,-1.6622255,-0.8189736,1.4370251,0.32401815,-0.56365997,-0.76582146,-1.1696965,1.1811932,1.000577,0.2068691,-0.6402087,-0.64729506,-1.0608317,-0.1906406,0.45022303,0.84112585,-0.26027295,-0.49573797,-1.011397,-1.1146619,-0.92745465,0.77335066,1.0344973,0.6306952,0.22022063,-0.34323817,-0.31120336,0.48281503,1.4799743,1.8475342,1.0434875,0.4624039,0.48788956,0.56386304,0.22391672,3.0
-0.34335044,-0.5121726,0.27832073,0.9908487,0.60489035,-0.113017835,0.3320061,0.45754474,0.5496784,-0.7339002,1.2962698,0.99834657,0.9739546,1.0841743,-0.4789698,-0.35076126,1.2821776,0.29745883,1.166063,1.1073018,-0.1752933,0.84037066,0.5423002,-0.6402087,-0.3444985,1.3277396,1.0965198,0.45022303,-1.3697989,-0.8313188,0.8600029,1.4432539,1.3622422,0.977682,-1.1317514,-0.8017772,0.6306952,1.4566242,1.010445,1.194576,0.14805216,-0.7617627,-0.3030752,-0.15145913,0.4624039,0.889845,0.73581547,-0.51719755,8.0
-0.34335044,-1.1541971,-1.6013998,0.7667614,0.24972306,-0.41093537,-0.6361058,-0.831286,0.79951197,-0.10742268,1.2962698,-0.022199603,0.40142965,1.0841743,-0.3089679,-1.1633914,0.32401815,1.7326567,-0.4438407,0.94465905,-0.85353655,-1.5627246,0.039153527,1.5550158,-0.64729506,1.0092634,-0.8342208,-1.7442726,-0.17930098,1.4528645,-0.49573797,0.8295912,-0.031016393,-1.2449775,0.9465418,0.5754286,-0.40586194,-0.13303752,1.2038283,0.6299088,0.98495936,-0.5579684,-0.3030752,-1.147248,-1.3777163,0.28691182,-0.29589882,-0.51719755,0.0
-0.34335044,0.3438601,0.9832159,-0.12958786,-0.81577885,-0.41093537,0.009302142,0.82578206,0.050011173,0.9367065,0.6265969,-0.53247267,0.9739546,1.0841743,-0.13896598,-0.18823522,1.2821776,0.29745883,1.8100245,1.1073018,-0.85353655,-1.4025182,1.3808781,1.2806127,0.5638913,1.3277396,-0.8342208,-1.7442726,0.6710547,1.4528645,0.8600029,1.4432539,-0.49543592,-0.92745465,1.2929239,0.3458943,0.6306952,1.2799951,0.23691177,0.8181312,0.3154336,-0.7617627,-0.3030752,0.047698643,0.69241893,-0.11504366,-0.9837083,-0.51719755,0.0
-0.34335044,-0.5121726,0.043355655,0.5426741,-0.6381952,-0.41093537,-0.6361058,0.27342606,-0.19982243,0.51905483,0.45917872,-0.53247267,1.2602171,1.0841743,-0.9889755,-0.5132873,1.2821776,0.010419231,1.166063,1.1073018,-0.34485412,0.68016434,1.3808781,-0.36580566,-0.64729506,0.85002536,1.0965198,0.78783774,-1.0296566,-0.8313188,-0.49573797,0.67617553,1.3622422,1.2952048,0.25377735,-0.8017772,-0.40586194,1.103366,1.2038283,0.06524151,1.1523408,0.8685915,-0.3030752,-0.7489325,-0.22764121,0.889845,1.5955774,2.4472594,8.0
-0.34335044,0.55786824,0.043355655,0.094499454,0.07213941,-0.41093537,-0.6361058,0.82578206,1.0493456,1.1455323,1.2962698,-0.53247267,-0.7436203,-0.2890256,1.5610532,1.4370251,1.2821776,-0.56365997,-0.76582146,-0.5191255,1.1811932,1.000577,1.3808781,0.45740354,-0.64729506,-0.4238793,1.0965198,0.9566451,1.1812681,0.3107729,-0.49573797,-0.39773425,1.3622422,1.2952048,1.2929239,0.80496293,-0.40586194,1.2799951,1.2038283,1.194576,1.1523408,0.8685915,-0.3030752,-0.3506169,-0.68767124,-0.11504366,0.2199583,0.4709548,1.0
-0.34335044,-1.1541971,-2.776225,-1.4741118,1.847976,1.972405,-0.6361058,-1.9359981,-2.947992,0.51905483,1.2962698,2.5291657,-0.7436203,-1.6622255,0.37103975,1.4370251,1.2821776,2.0196965,-0.76582146,0.13144542,1.1811932,0.68016434,1.3808781,1.5550158,0.5638913,1.1685015,0.29204458,-0.39381373,1.1812681,0.59629583,-0.49573797,0.06251279,-0.95985544,0.18387507,1.2929239,-0.1131743,-0.40586194,-1.369441,-1.8903047,0.44168636,1.1523408,-0.7617627,-0.3030752,-1.147248,-2.7578065,-0.71797687,1.423625,-0.023121359,1.0
