Linhas representam a realidade, enquanto colunas mostram as respostas da rede.
		0	1	2	3	4	5	6	7	8	9
	0	24.0	77.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0
	1	9.0	79.0	0.0	7.0	0.0	0.0	3.0	4.0	0.0	2.0
	2	11.0	77.0	11.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
	3	11.0	77.0	3.0	14.0	0.0	0.0	0.0	1.0	0.0	0.0
	4	11.0	77.0	0.0	4.0	11.0	0.0	2.0	0.0	0.0	3.0
	5	12.0	78.0	0.0	12.0	0.0	0.0	2.0	1.0	0.0	2.0
	6	14.0	77.0	0.0	0.0	0.0	0.0	5.0	8.0	0.0	1.0
	7	11.0	77.0	0.0	0.0	1.0	0.0	1.0	17.0	0.0	0.0
	8	12.0	80.0	0.0	8.0	0.0	0.0	3.0	1.0	0.0	3.0
	9	11.0	77.0	0.0	9.0	0.0	0.0	4.0	1.0	0.0	2.0
