

0.0, 0.6875, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.375, 1.0, 0.6875, 0.8125, 0.5625, 0.0, 0.0, 0.0, 0.4375, 1.0, 0.0, 0.5625, 1.0, 0.0, 0.0, 0.0, 0.125, 0.9375, 0.75, 1.0, 1.0, 0.1875, 0.0, 0.0, 0.0, 0.3125, 0.4375, 0.4375, 1.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3125, 1.0, 0.3125, 0.0, 0.0, 0.0, 0.1875, 0.4375, 1.0, 0.6875, 0.0, 0.0, 0.0, 0.0, 0.8125, 1.0, 0.6875, 0.0625, 0.0, 0.0, 0.5625
0.0, 0.35714285714285715, 0.7857142857142857, 1.0, 0.35714285714285715, 0.0, 0.0, 0.0, 0.5, 0.9285714285714286, 0.35714285714285715, 0.2857142857142857, 1.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.2857142857142857, 0.5714285714285714, 0.14285714285714285, 1.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.07142857142857142, 0.9285714285714286, 1.0, 0.21428571428571427, 0.0, 0.0, 0.0, 0.0, 0.07142857142857142, 1.0, 0.5714285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6428571428571429, 0.6428571428571429, 0.7142857142857143, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0, 0.9285714285714286, 0.07142857142857142, 0.5714285714285714, 0.5714285714285714, 0.0, 0.0, 0.0, 0.0, 0.42857142857142855, 0.9285714285714286, 1.0, 0.5, 0.0, 0.0, 0.5714285714285714
0.125, 0.8125, 1.0, 1.0, 0.6875, 0.0, 0.0, 0.0, 0.4375, 0.8125, 0.25, 0.6875, 0.875, 0.0, 0.0, 0.0, 0.0, 0.0625, 0.5625, 1.0, 0.4375, 0.0, 0.0, 0.0, 0.0, 0.4375, 1.0, 0.875, 0.0625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5625, 0.9375, 0.8125, 0.0625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1875, 1.0, 0.3125, 0.0, 0.0, 0.0, 0.375, 0.0, 0.3125, 0.9375, 0.4375, 0.0, 0.0, 0.0, 0.9375, 1.0, 1.0, 0.625, 0.0625, 0.0, 0.1875

0.0, 0.3125, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.625, 0.3125, 0.75, 0.375, 0.0, 0.0, 0.0, 0.25, 0.875, 0.0, 0.125, 0.8125, 0.0, 0.0, 0.0, 0.25, 0.625, 0.0, 0.0, 0.5625, 0.5, 0.0, 0.0, 0.3125, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.125, 0.6875, 0.0, 0.0, 0.5625, 0.375, 0.0, 0.0, 0.0, 0.9375, 0.375, 0.5, 0.9375, 0.0625, 0.0, 0.0, 0.0, 0.25, 0.8125, 0.75, 0.1875, 0.0, 0.0, 0.0
0.3125, 1.0, 0.3125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5625, 1.0, 0.875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75, 0.875, 0.875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4375, 0.8125, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6875, 0.5, 0.0, 0.1875, 0.0625, 0.0, 0.0, 0.0, 1.0, 0.5, 0.4375, 0.875, 0.6875, 0.0, 0.0, 0.5, 1.0, 1.0, 1.0, 1.0, 0.6875, 0.0, 0.0, 0.375, 1.0, 1.0, 0.6875, 0.375, 0.0625, 0.0, 0.125

0.0, 0.0625, 0.875, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4375, 0.875, 0.125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.625, 0.875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8125, 0.5625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.875, 0.625, 0.5, 0.0625, 0.0, 0.0, 0.0, 0.0, 0.875, 1.0, 1.0, 0.875, 0.25, 0.0, 0.0, 0.0, 0.75, 1.0, 0.5625, 0.875, 0.9375, 0.0, 0.0, 0.0, 0.0625, 0.6875, 0.9375, 0.8125, 0.6875, 0.125, 0.375


