epocaAtual;taxaErros;erroQuadrado;taxaAprendizadoAtual;idRede
1;0.7475555555555555;8740.605232515234;0.001;
2;0.5502222222222222;6422.935213927845;0.001;
3;0.3857777777777778;5751.789107000474;0.001;
4;0.29333333333333333;5605.643654592428;0.001;
5;0.2408888888888889;5615.084742191903;0.001;
6;0.2;5670.946715595766;0.001;
7;0.17866666666666667;5738.580265291321;0.001;
8;0.16355555555555557;5806.633311781961;0.001;
9;0.14577777777777778;5871.562095886593;0.001;
10;0.1368888888888889;5932.499782368722;0.001;
11;0.13422222222222221;5989.422718715125;0.001;
12;0.12533333333333332;6042.628164049983;0.001;
13;0.112;6092.568287305269;0.001;
14;0.10755555555555556;6139.6754858502445;0.001;
15;0.10755555555555556;6184.266185053788;0.001;
16;0.10222222222222223;6226.544974003344;0.001;
17;0.09777777777777778;6266.683174772383;0.001;
18;0.09422222222222222;6304.8526067851535;0.001;
19;0.08977777777777778;6341.197304315123;0.001;
20;0.08533333333333333;6375.8211087588625;0.001;
21;0.08266666666666667;6408.80507582766;0.001;
22;0.08;6440.229865731788;0.001;
23;0.0791111111111111;6470.181665551676;0.001;
24;0.07377777777777778;6498.741544003572;0.001;
25;0.07111111111111111;6525.989935718474;0.001;
26;0.07111111111111111;6552.026660115901;0.001;
27;0.06488888888888888;6576.959469953149;0.001;
28;0.06311111111111112;6600.860547785335;0.001;
29;0.060444444444444446;6623.744406505414;0.001;
30;0.059555555555555556;6645.596602865529;0.001;
31;0.059555555555555556;6666.429755305534;0.001;
32;0.058666666666666666;6686.309412253345;0.001;
33;0.056;6705.331751278595;0.001;
34;0.05511111111111111;6723.592072703443;0.001;
35;0.05422222222222222;6741.170151601295;0.001;
36;0.052444444444444446;6758.129059236001;0.001;
37;0.051555555555555556;6774.518702752602;0.001;
38;0.051555555555555556;6790.379695097362;0.001;
39;0.04888888888888889;6805.746312658581;0.001;
40;0.04888888888888889;6820.648435371664;0.001;
41;0.04888888888888889;6835.1126803683965;0.001;
42;0.048;6849.16303449007;0.001;
43;0.04711111111111111;6862.82124829354;0.001;
44;0.04711111111111111;6876.10712981474;0.001;
45;0.04622222222222222;6889.038783150306;0.001;
46;0.04622222222222222;6901.632806755486;0.001;
47;0.04533333333333334;6913.904462468233;0.001;
48;0.044444444444444446;6925.867821498967;0.001;
49;0.044444444444444446;6937.535886823254;0.001;
50;0.04533333333333334;6948.920689201414;0.001;
51;0.044444444444444446;6960.033358219617;0.001;
52;0.043555555555555556;6970.884176206108;0.001;
53;0.042666666666666665;6981.4826261149165;0.001;
54;0.042666666666666665;6991.837442451597;0.001;
55;0.041777777777777775;7001.956671068771;0.001;
56;0.041777777777777775;7011.847746694184;0.001;
57;0.041777777777777775;7021.517607444843;0.001;
58;0.04;7030.9728663137475;0.001;
